ResponseId;type;item;value
R_8OkcrbbZNiJzeN2;negative;1;Security
R_8OkcrbbZNiJzeN2;negative;2;not living by our laws
R_8OkcrbbZNiJzeN2;negative;3;over crowding
R_8OkcrbbZNiJzeN2;negative;4;not integrating
R_8OkcrbbZNiJzeN2;negative;5;not caring about our faith
R_2RwjPupFzxYJxlK;positive;1;alleviates the skills shortage in industries
R_2RwjPupFzxYJxlK;positive;2;high skilled immigration develops the economy
R_2RwjPupFzxYJxlK;positive;3;NA
R_2RwjPupFzxYJxlK;positive;4;NA
R_2RwjPupFzxYJxlK;positive;5;NA
R_2RwjPupFzxYJxlK;negative;1;parasites are entering the country
R_2RwjPupFzxYJxlK;negative;2;parasites leech off the benefits system
R_2RwjPupFzxYJxlK;negative;3;negative impact on healthcare for all
R_2RwjPupFzxYJxlK;negative;4;causes gender population imbalance
R_2RwjPupFzxYJxlK;negative;5;NA
R_22aPQD7QRkuCmec;positive;1;Different viewpoints
R_22aPQD7QRkuCmec;positive;2;NA
R_22aPQD7QRkuCmec;positive;3;NA
R_22aPQD7QRkuCmec;positive;4;NA
R_22aPQD7QRkuCmec;positive;5;NA
R_22aPQD7QRkuCmec;negative;1;Insufficient housing and infrastructure inflates costs
R_22aPQD7QRkuCmec;negative;2;Wage suppression
R_22aPQD7QRkuCmec;negative;3;Less Irreligious country.
R_22aPQD7QRkuCmec;negative;4;Bait for racist taking points and the obsession for people who make money out of conflict
R_22aPQD7QRkuCmec;negative;5;exploitation of the immigrants
R_2uzXUsPpmfpn2vf;positive;1;can bring diverse skills to the country
R_2uzXUsPpmfpn2vf;positive;2;fills gaps in employment shortages
R_2uzXUsPpmfpn2vf;positive;3;can enrich societal perceptions of 'norms'.
R_2uzXUsPpmfpn2vf;positive;4;NA
R_2uzXUsPpmfpn2vf;positive;5;NA
R_2uzXUsPpmfpn2vf;negative;1;increase demand on public services - healthcare and education
R_2uzXUsPpmfpn2vf;negative;2;refusal to integrate and adapt to western cultures
R_2uzXUsPpmfpn2vf;negative;3;increased population causing overcrowding and housing shortages
R_2uzXUsPpmfpn2vf;negative;4;some do not contribute to UK economy and claim benefits taking from public funds that they have not contributed to
R_2uzXUsPpmfpn2vf;negative;5;changing of national identity
R_5rr8Wfn0xCynmHX;positive;1;Personal experience
R_5rr8Wfn0xCynmHX;positive;2;Economic fact of contribution from migrants
R_5rr8Wfn0xCynmHX;positive;3;Cultural impact
R_5rr8Wfn0xCynmHX;positive;4;Need for labour in critical sectors
R_5rr8Wfn0xCynmHX;positive;5;UK's history to immigration
R_5rr8Wfn0xCynmHX;negative;1;Pressure on services
R_5rr8Wfn0xCynmHX;negative;2;Inability for certain new comers to integrate
R_5rr8Wfn0xCynmHX;negative;3;Fairness for legal migrants
R_5rr8Wfn0xCynmHX;negative;4;NA
R_5rr8Wfn0xCynmHX;negative;5;NA
R_8VdLQikp7e5sGUo;positive;1;Helps the workforces
R_8VdLQikp7e5sGUo;positive;2;NA
R_8VdLQikp7e5sGUo;positive;3;NA
R_8VdLQikp7e5sGUo;positive;4;NA
R_8VdLQikp7e5sGUo;positive;5;NA
R_8VdLQikp7e5sGUo;negative;1;Negatively impacts the economy
R_8VdLQikp7e5sGUo;negative;2;NA
R_8VdLQikp7e5sGUo;negative;3;NA
R_8VdLQikp7e5sGUo;negative;4;NA
R_8VdLQikp7e5sGUo;negative;5;NA
R_2GcsGTV5CM1M3oC;positive;1;brings more skills
R_2GcsGTV5CM1M3oC;positive;2;brings new cultures and ideas
R_2GcsGTV5CM1M3oC;positive;3;diversifies population in terms of disease etc
R_2GcsGTV5CM1M3oC;positive;4;gives people a new start
R_2GcsGTV5CM1M3oC;positive;5;fills those rolls there is a shortage for
R_2GcsGTV5CM1M3oC;negative;1;it increases the burden on services
R_2GcsGTV5CM1M3oC;negative;2;more people vying for the same unskilled jobs
R_2GcsGTV5CM1M3oC;negative;3;less housing available
R_2GcsGTV5CM1M3oC;negative;4;money being shipped out of economy
R_2GcsGTV5CM1M3oC;negative;5;difficulty of new cultures fitting in
R_2zGdzaq4VkKQ2Hv;positive;1;Enriches culture
R_2zGdzaq4VkKQ2Hv;positive;2;Multiculturalism
R_2zGdzaq4VkKQ2Hv;positive;3;Provides workers for jobs
R_2zGdzaq4VkKQ2Hv;positive;4;Provides new businesses
R_2zGdzaq4VkKQ2Hv;positive;5;Maintains the economy
R_2zGdzaq4VkKQ2Hv;negative;1;To many people
R_2zGdzaq4VkKQ2Hv;negative;2;NA
R_2zGdzaq4VkKQ2Hv;negative;3;NA
R_2zGdzaq4VkKQ2Hv;negative;4;NA
R_2zGdzaq4VkKQ2Hv;negative;5;NA
R_89cZA0cytRnmq3f;positive;1;Filling lower level labour shortages
R_89cZA0cytRnmq3f;positive;2;Integration of culture
R_89cZA0cytRnmq3f;positive;3;Skilled workers filling nigher level roles
R_89cZA0cytRnmq3f;positive;4;NA
R_89cZA0cytRnmq3f;positive;5;NA
R_89cZA0cytRnmq3f;negative;1;Tax burden
R_89cZA0cytRnmq3f;negative;2;Ghettoisation/non-integration into British society
R_89cZA0cytRnmq3f;negative;3;contrasting moral/societal values, e.g., views towards women
R_89cZA0cytRnmq3f;negative;4;NA
R_89cZA0cytRnmq3f;negative;5;NA
R_2iQHKvqalV5EylU;positive;1;Usually cheaper labour
R_2iQHKvqalV5EylU;positive;2;NA
R_2iQHKvqalV5EylU;positive;3;NA
R_2iQHKvqalV5EylU;positive;4;NA
R_2iQHKvqalV5EylU;positive;5;NA
R_2iQHKvqalV5EylU;negative;1;Increased crime rate
R_2iQHKvqalV5EylU;negative;2;Rise in rent
R_2iQHKvqalV5EylU;negative;3;Problems with asymilation
R_2iQHKvqalV5EylU;negative;4;Job market more competetive
R_2iQHKvqalV5EylU;negative;5;NA
R_816B1vJoqjD2BXP;positive;1;Fill skills shortage
R_816B1vJoqjD2BXP;positive;2;NA
R_816B1vJoqjD2BXP;positive;3;NA
R_816B1vJoqjD2BXP;positive;4;NA
R_816B1vJoqjD2BXP;positive;5;NA
R_816B1vJoqjD2BXP;negative;1;Adding to the overpopulation of the UK
R_816B1vJoqjD2BXP;negative;2;Drain on financial resources - need to be housed etc
R_816B1vJoqjD2BXP;negative;3;Adding to the criminal element we already have
R_816B1vJoqjD2BXP;negative;4;NA
R_816B1vJoqjD2BXP;negative;5;NA
R_2wRhqjNi2NrT4Rr;positive;1;Important resource for labour market
R_2wRhqjNi2NrT4Rr;positive;2;Important resource for skilled labour
R_2wRhqjNi2NrT4Rr;positive;3;Providing safety to asylum seekers
R_2wRhqjNi2NrT4Rr;positive;4;Embracing UK's multi-cultural history
R_2wRhqjNi2NrT4Rr;positive;5;Balancing demographic changes
R_2wRhqjNi2NrT4Rr;negative;1;Currently largely uncontrolled
R_2wRhqjNi2NrT4Rr;negative;2;UK has no mandatory ID card, so difficult to prove who is legal vs illegal
R_2wRhqjNi2NrT4Rr;negative;3;Too many British people have a negative attitude towards immigration
R_2wRhqjNi2NrT4Rr;negative;4;NA
R_2wRhqjNi2NrT4Rr;negative;5;NA
R_8fFkz7DztszUN8J;positive;1;Good for filling jobs - as long as they are highly skilled
R_8fFkz7DztszUN8J;positive;2;NA
R_8fFkz7DztszUN8J;positive;3;NA
R_8fFkz7DztszUN8J;positive;4;NA
R_8fFkz7DztszUN8J;positive;5;NA
R_8fFkz7DztszUN8J;negative;1;Puts pressure on public services
R_8fFkz7DztszUN8J;negative;2;"Creates ""ghettoes"" of racially/culturally  segregated neighbourhoods"
R_8fFkz7DztszUN8J;negative;3;People with medieval values and the crimes associated with them
R_8fFkz7DztszUN8J;negative;4;Threat to British culture and identity
R_8fFkz7DztszUN8J;negative;5;Cost to British tax payer
R_2fNxNEQDY0YaJha;positive;1;Increasing the workforce
R_2fNxNEQDY0YaJha;positive;2;Cultural diversity
R_2fNxNEQDY0YaJha;positive;3;NA
R_2fNxNEQDY0YaJha;positive;4;NA
R_2fNxNEQDY0YaJha;positive;5;NA
R_2fNxNEQDY0YaJha;negative;1;strain on public services
R_2fNxNEQDY0YaJha;negative;2;Social cohesion
R_2fNxNEQDY0YaJha;negative;3;NA
R_2fNxNEQDY0YaJha;negative;4;NA
R_2fNxNEQDY0YaJha;negative;5;NA
R_2V7HIlvrk54iHIO;positive;1;Contributes to economic growth
R_2V7HIlvrk54iHIO;positive;2;Brings cultural diversity
R_2V7HIlvrk54iHIO;positive;3;Boosts innovation
R_2V7HIlvrk54iHIO;positive;4;Strengthens global connections
R_2V7HIlvrk54iHIO;positive;5;NA
R_2V7HIlvrk54iHIO;negative;1;Pressure on public services
R_2V7HIlvrk54iHIO;negative;2;Competition for certain job tyoes
R_2V7HIlvrk54iHIO;negative;3;Increased demand on housing
R_2V7HIlvrk54iHIO;negative;4;NA
R_2V7HIlvrk54iHIO;negative;5;NA
R_8Y2GzyPsFSIM81q;positive;1;multicultural population
R_8Y2GzyPsFSIM81q;positive;2;attraction of new talent
R_8Y2GzyPsFSIM81q;positive;3;NA
R_8Y2GzyPsFSIM81q;positive;4;NA
R_8Y2GzyPsFSIM81q;positive;5;NA
R_8Y2GzyPsFSIM81q;negative;1;unplanned and uncontrolled population growth
R_8Y2GzyPsFSIM81q;negative;2;pressure on public services
R_8Y2GzyPsFSIM81q;negative;3;no adequate screening of people coming into country
R_8Y2GzyPsFSIM81q;negative;4;undue pressure on public finances
R_8Y2GzyPsFSIM81q;negative;5;undue pressure on local services
R_2cnkKqBbRQU744j;positive;1;It broadens the ethnic diversity of the country
R_2cnkKqBbRQU744j;positive;2;it introduces new culture
R_2cnkKqBbRQU744j;positive;3;allows those escaping unsafe environments to find safety and refuge
R_2cnkKqBbRQU744j;positive;4;It broadens the workforce
R_2cnkKqBbRQU744j;positive;5;it prevents crimes against innocents in war as they can escape
R_2cnkKqBbRQU744j;negative;1;it may put strain on public health care
R_2cnkKqBbRQU744j;negative;2;it increases racism and makes the country feel unsafe
R_2cnkKqBbRQU744j;negative;3;NA
R_2cnkKqBbRQU744j;negative;4;NA
R_2cnkKqBbRQU744j;negative;5;NA
R_2VlsSvnQdOsmWeR;positive;1;Expanding cultural awareness
R_2VlsSvnQdOsmWeR;positive;2;Good people
R_2VlsSvnQdOsmWeR;positive;3;NA
R_2VlsSvnQdOsmWeR;positive;4;NA
R_2VlsSvnQdOsmWeR;positive;5;NA
R_2VlsSvnQdOsmWeR;negative;1;Overcrowding
R_2VlsSvnQdOsmWeR;negative;2;Overuse of everything
R_2VlsSvnQdOsmWeR;negative;3;Bad people
R_2VlsSvnQdOsmWeR;negative;4;NA
R_2VlsSvnQdOsmWeR;negative;5;NA
R_24A78gNq0wIya8t;positive;1;Boost economy
R_24A78gNq0wIya8t;positive;2;Fill skill shortage jobs
R_24A78gNq0wIya8t;positive;3;Different culture
R_24A78gNq0wIya8t;positive;4;Learning opportunities
R_24A78gNq0wIya8t;positive;5;NA
R_24A78gNq0wIya8t;negative;1;Difficult integration
R_24A78gNq0wIya8t;negative;2;Language barriers
R_24A78gNq0wIya8t;negative;3;Cultural differences
R_24A78gNq0wIya8t;negative;4;Pressure on public services
R_24A78gNq0wIya8t;negative;5;NA
R_80qlTpSqwMlqxfT;positive;1;diversity
R_80qlTpSqwMlqxfT;positive;2;NA
R_80qlTpSqwMlqxfT;positive;3;NA
R_80qlTpSqwMlqxfT;positive;4;NA
R_80qlTpSqwMlqxfT;positive;5;NA
R_80qlTpSqwMlqxfT;negative;1;over crowding
R_80qlTpSqwMlqxfT;negative;2;lack of homes
R_80qlTpSqwMlqxfT;negative;3;NA
R_80qlTpSqwMlqxfT;negative;4;NA
R_80qlTpSqwMlqxfT;negative;5;NA
R_20jcp1iKIw7ObUE;positive;1;New culture
R_20jcp1iKIw7ObUE;positive;2;Safe environment for refugees
R_20jcp1iKIw7ObUE;positive;3;NA
R_20jcp1iKIw7ObUE;positive;4;NA
R_20jcp1iKIw7ObUE;positive;5;NA
R_20jcp1iKIw7ObUE;negative;1;Lack of support for our own citizens
R_20jcp1iKIw7ObUE;negative;2;Healthcare costs
R_20jcp1iKIw7ObUE;negative;3;Housing crisis
R_20jcp1iKIw7ObUE;negative;4;New disease brought in to country
R_20jcp1iKIw7ObUE;negative;5;Lack of jobs/willingness to work
R_2mhpPcmxpna3xNa;positive;1;They may take some jobs which aren't able to be filled by English people
R_2mhpPcmxpna3xNa;positive;2;They can lead to a diverse society which teaches us about other nationalities and cultures
R_2mhpPcmxpna3xNa;positive;3;They can lead us to have new cuisine introduced to the UK
R_2mhpPcmxpna3xNa;positive;4;NA
R_2mhpPcmxpna3xNa;positive;5;NA
R_2mhpPcmxpna3xNa;negative;1;It puts a strain on our resources, including education, housing, jobs and finances
R_2mhpPcmxpna3xNa;negative;2;We don't know who some of these immigrants are and what their background is to know if they are safe
R_2mhpPcmxpna3xNa;negative;3;It can sometimes result in pockets of immigrants congregating in areas, which feel out of bounds for English people when they don't integrate
R_2mhpPcmxpna3xNa;negative;4;It can feel intimidating when immigrants do not learn English and can be difficult to communicate with them
R_2mhpPcmxpna3xNa;negative;5;NA
R_8NvIrg3RThddfjP;positive;1;NEW WORK FORCE
R_8NvIrg3RThddfjP;positive;2;YOUNGER PEOPLE ENTERING THE uk
R_8NvIrg3RThddfjP;positive;3;GREATER WILLIGNESS TO DO J0BS THAT ARE UNPOPUPULAR OR BADLY PAID
R_8NvIrg3RThddfjP;positive;4;CULTURAL RENCHICMENT
R_8NvIrg3RThddfjP;positive;5;NA
R_8NvIrg3RThddfjP;negative;1;GREATER DEMAND FOR PUBLIC SRVICES
R_8NvIrg3RThddfjP;negative;2;LANGUAGE AND CULTURAL DIFFICULTIES
R_8NvIrg3RThddfjP;negative;3;NA
R_8NvIrg3RThddfjP;negative;4;NA
R_8NvIrg3RThddfjP;negative;5;NA
R_82tOSjAONYCpnS4;positive;1;Can provide growth to the economy
R_82tOSjAONYCpnS4;positive;2;Allows a diverse group of people to expand their potential
R_82tOSjAONYCpnS4;positive;3;Add people to the job market who do jobs Brits don't want to do
R_82tOSjAONYCpnS4;positive;4;Makes for a rich and interesting tapestry of Britian
R_82tOSjAONYCpnS4;positive;5;NA
R_82tOSjAONYCpnS4;negative;1;People abuse the benefits system
R_82tOSjAONYCpnS4;negative;2;People don't always integrate with British culture
R_82tOSjAONYCpnS4;negative;3;Some employers have paid less to immigrants bringing down the pay to British people
R_82tOSjAONYCpnS4;negative;4;NA
R_82tOSjAONYCpnS4;negative;5;NA
R_8mkJvx0EnUKd9k4;positive;1;Boosting the economy
R_8mkJvx0EnUKd9k4;positive;2;Promote multiculturalism
R_8mkJvx0EnUKd9k4;positive;3;Diverse skilled workers
R_8mkJvx0EnUKd9k4;positive;4;NA
R_8mkJvx0EnUKd9k4;positive;5;NA
R_8mkJvx0EnUKd9k4;negative;1;Housing crisis
R_8mkJvx0EnUKd9k4;negative;2;Increased pressure on public services
R_8mkJvx0EnUKd9k4;negative;3;Impact on cultural integration
R_8mkJvx0EnUKd9k4;negative;4;Strain on infrastructure
R_8mkJvx0EnUKd9k4;negative;5;Burden on security system
R_29CyKj8rwh3b1KN;positive;1;Brings skills that Britishers don't have
R_29CyKj8rwh3b1KN;positive;2;Fulfils positions that can not be otherwise
R_29CyKj8rwh3b1KN;positive;3;Brings talents that help Britain tackle problems
R_29CyKj8rwh3b1KN;positive;4;Brings new perspectives with diversity
R_29CyKj8rwh3b1KN;positive;5;Improves image of the country
R_29CyKj8rwh3b1KN;negative;1;Can lead to deterioration of culture
R_29CyKj8rwh3b1KN;negative;2;Leads to more maintenance
R_29CyKj8rwh3b1KN;negative;3;Can lead to increase in crime rates
R_29CyKj8rwh3b1KN;negative;4;NA
R_29CyKj8rwh3b1KN;negative;5;NA
R_8prpKLFqT0MW1Ew;positive;1;diversity
R_8prpKLFqT0MW1Ew;positive;2;inclusivity
R_8prpKLFqT0MW1Ew;positive;3;open mindedness
R_8prpKLFqT0MW1Ew;positive;4;helpfulness
R_8prpKLFqT0MW1Ew;positive;5;humanity
R_8prpKLFqT0MW1Ew;negative;1;disorder
R_8prpKLFqT0MW1Ew;negative;2;chaos
R_8prpKLFqT0MW1Ew;negative;3;abuse of power
R_8prpKLFqT0MW1Ew;negative;4;NA
R_8prpKLFqT0MW1Ew;negative;5;NA
R_2uD6pSTYwCeRuQ9;positive;1;freedom
R_2uD6pSTYwCeRuQ9;positive;2;proper living condition
R_2uD6pSTYwCeRuQ9;positive;3;education level
R_2uD6pSTYwCeRuQ9;positive;4;higher life standard
R_2uD6pSTYwCeRuQ9;positive;5;NA
R_2uD6pSTYwCeRuQ9;negative;1;different culture
R_2uD6pSTYwCeRuQ9;negative;2;needs extra effort to settle
R_2uD6pSTYwCeRuQ9;negative;3;lack friends
R_2uD6pSTYwCeRuQ9;negative;4;rain:)
R_2uD6pSTYwCeRuQ9;negative;5;NA
R_2CEDFk0fzoyzGil;positive;1;Multi cultural societies are good
R_2CEDFk0fzoyzGil;positive;2;Immigration helps to fill any unemployment gaps
R_2CEDFk0fzoyzGil;positive;3;Different cultures living together can lead to a more tolerant society
R_2CEDFk0fzoyzGil;positive;4;Immigration can crate closer ties to other countries
R_2CEDFk0fzoyzGil;positive;5;The world would be a better place if anyone and everyone could live wherever they liked
R_2CEDFk0fzoyzGil;negative;1;Immigration via illegal routes can lead to exploitation and death
R_2CEDFk0fzoyzGil;negative;2;Immigration is causing tension and violence in the UK
R_2CEDFk0fzoyzGil;negative;3;NA
R_2CEDFk0fzoyzGil;negative;4;NA
R_2CEDFk0fzoyzGil;negative;5;NA
R_2g6ifrywMWPoPkx;positive;1;increased diversity and cultural knowledge
R_2g6ifrywMWPoPkx;positive;2;many immigrants are here to start a different life and eager to settle and contribute
R_2g6ifrywMWPoPkx;positive;3;increased skills/experience pool
R_2g6ifrywMWPoPkx;positive;4;NA
R_2g6ifrywMWPoPkx;positive;5;NA
R_2g6ifrywMWPoPkx;negative;1;existing lack of housing nationally is a concern
R_2g6ifrywMWPoPkx;negative;2;existing lack of (or misused/allocated) public funds is also a concern
R_2g6ifrywMWPoPkx;negative;3;dangerous routes are chosen in some cases
R_2g6ifrywMWPoPkx;negative;4;NA
R_2g6ifrywMWPoPkx;negative;5;NA
R_2egCq9TUH4WJysJ;positive;1;New skills in the country
R_2egCq9TUH4WJysJ;positive;2;Source of labor
R_2egCq9TUH4WJysJ;positive;3;Economic growth through taxes
R_2egCq9TUH4WJysJ;positive;4;Diverse culture
R_2egCq9TUH4WJysJ;positive;5;NA
R_2egCq9TUH4WJysJ;negative;1;Security threats
R_2egCq9TUH4WJysJ;negative;2;Labor competition
R_2egCq9TUH4WJysJ;negative;3;Overcrowding
R_2egCq9TUH4WJysJ;negative;4;Crime activities
R_2egCq9TUH4WJysJ;negative;5;Stretch of economic resources
R_2qb5TQAajXyQrdv;positive;1;Allowing families a safe place to live
R_2qb5TQAajXyQrdv;positive;2;NA
R_2qb5TQAajXyQrdv;positive;3;NA
R_2qb5TQAajXyQrdv;positive;4;NA
R_2qb5TQAajXyQrdv;positive;5;NA
R_2qb5TQAajXyQrdv;negative;1;People trying to inflict their culture on everyone else
R_2qb5TQAajXyQrdv;negative;2;NA
R_2qb5TQAajXyQrdv;negative;3;NA
R_2qb5TQAajXyQrdv;negative;4;NA
R_2qb5TQAajXyQrdv;negative;5;NA
R_80k5smykQyyVqcF;positive;1;employment help
R_80k5smykQyyVqcF;positive;2;NA
R_80k5smykQyyVqcF;positive;3;NA
R_80k5smykQyyVqcF;positive;4;NA
R_80k5smykQyyVqcF;positive;5;NA
R_80k5smykQyyVqcF;negative;1;overcrowding
R_80k5smykQyyVqcF;negative;2;strain on public services
R_80k5smykQyyVqcF;negative;3;culture changes
R_80k5smykQyyVqcF;negative;4;community changes
R_80k5smykQyyVqcF;negative;5;NA
R_2VjVRA6VDwyhOJJ;positive;1;People’s skills
R_2VjVRA6VDwyhOJJ;positive;2;Professional people - doctors
R_2VjVRA6VDwyhOJJ;positive;3;NA
R_2VjVRA6VDwyhOJJ;positive;4;NA
R_2VjVRA6VDwyhOJJ;positive;5;NA
R_2VjVRA6VDwyhOJJ;negative;1;Too many people
R_2VjVRA6VDwyhOJJ;negative;2;Not skilled
R_2VjVRA6VDwyhOJJ;negative;3;Taking benefits
R_2VjVRA6VDwyhOJJ;negative;4;Being put up in hotels
R_2VjVRA6VDwyhOJJ;negative;5;Overcrowding
R_2jjP3OtCqobMv4Z;positive;1;Some high skilled jobs are in short supply - Drs, Nurses etc.
R_2jjP3OtCqobMv4Z;positive;2;NA
R_2jjP3OtCqobMv4Z;positive;3;NA
R_2jjP3OtCqobMv4Z;positive;4;NA
R_2jjP3OtCqobMv4Z;positive;5;NA
R_2jjP3OtCqobMv4Z;negative;1;Lots of illegal migration means no adequate screening of migrants
R_2jjP3OtCqobMv4Z;negative;2;saturation of labour markets drives down wages
R_2jjP3OtCqobMv4Z;negative;3;increased competition for jobs
R_2jjP3OtCqobMv4Z;negative;4;Increased strain on public services and benefit systems
R_2jjP3OtCqobMv4Z;negative;5;immigrants rarely integrate and contribute to racial division
R_8s0aYTEFpLAOhyn;positive;1;Cultural diversity
R_8s0aYTEFpLAOhyn;positive;2;Skills and labour shortages
R_8s0aYTEFpLAOhyn;positive;3;Economic contribution
R_8s0aYTEFpLAOhyn;positive;4;Innovation and entrepreneurship
R_8s0aYTEFpLAOhyn;positive;5;Demographic balance
R_8s0aYTEFpLAOhyn;negative;1;. Concerns about national identity
R_8s0aYTEFpLAOhyn;negative;2;HOUSING DEMAND
R_8s0aYTEFpLAOhyn;negative;3;Wage competition
R_8s0aYTEFpLAOhyn;negative;4;Integration challenges
R_8s0aYTEFpLAOhyn;negative;5;Pressure on public services
R_8hTgFDsVssp8WEm;positive;1;Diversity & culture (food, social etc)
R_8hTgFDsVssp8WEm;positive;2;Most of the NHS & care staff are taken from overseas trained staff
R_8hTgFDsVssp8WEm;positive;3;Helping others avoid conflict.
R_8hTgFDsVssp8WEm;positive;4;NA
R_8hTgFDsVssp8WEm;positive;5;NA
R_8hTgFDsVssp8WEm;negative;1;A cultural divide & segregation of areas.
R_8hTgFDsVssp8WEm;negative;2;Often unmanaged with unregulated immigration.
R_8hTgFDsVssp8WEm;negative;3;UK system is already struggling and sometimes feels unjust.
R_8hTgFDsVssp8WEm;negative;4;Overcrowding for a small country.
R_8hTgFDsVssp8WEm;negative;5;Job/TV/Advertisement roles are often employed simply down to diversity rather than skillset.
R_2bkVVYyy76dxx5f;positive;1;opportunity to meet others from diverse cultures
R_2bkVVYyy76dxx5f;positive;2;to boost uk workforce
R_2bkVVYyy76dxx5f;positive;3;NA
R_2bkVVYyy76dxx5f;positive;4;NA
R_2bkVVYyy76dxx5f;positive;5;NA
R_2bkVVYyy76dxx5f;negative;1;pressure on resources and services
R_2bkVVYyy76dxx5f;negative;2;cost to the country of illegal migrants
R_2bkVVYyy76dxx5f;negative;3;NA
R_2bkVVYyy76dxx5f;negative;4;NA
R_2bkVVYyy76dxx5f;negative;5;NA
R_848llvWYDkRqTjP;positive;1;Care work needs them
R_848llvWYDkRqTjP;positive;2;NA
R_848llvWYDkRqTjP;positive;3;NA
R_848llvWYDkRqTjP;positive;4;NA
R_848llvWYDkRqTjP;positive;5;NA
R_848llvWYDkRqTjP;negative;1;Violence increases
R_848llvWYDkRqTjP;negative;2;They view our females as they do in their home country
R_848llvWYDkRqTjP;negative;3;They get jobs that our low life’s should have
R_848llvWYDkRqTjP;negative;4;NA
R_848llvWYDkRqTjP;negative;5;NA
R_8sSl4C3NEg9oLNs;positive;1;Importing skills we don't have
R_8sSl4C3NEg9oLNs;positive;2;Increased diversity
R_8sSl4C3NEg9oLNs;positive;3;Higher income tax intake
R_8sSl4C3NEg9oLNs;positive;4;Better appreciation of other countries
R_8sSl4C3NEg9oLNs;positive;5;Lower unemployment
R_8sSl4C3NEg9oLNs;negative;1;Increased strain on housing
R_8sSl4C3NEg9oLNs;negative;2;Certain immigrants do not integrate
R_8sSl4C3NEg9oLNs;negative;3;Slightly increased strain on medical services
R_8sSl4C3NEg9oLNs;negative;4;Lack of resources to deal with asylum applicants
R_8sSl4C3NEg9oLNs;negative;5;NA
R_8B3r4Wm2rHG2zS1;positive;1;If working tax is paid to the general good
R_8B3r4Wm2rHG2zS1;positive;2;Increases diversity
R_8B3r4Wm2rHG2zS1;positive;3;Learn of different cultures
R_8B3r4Wm2rHG2zS1;positive;4;Increasing workpool against a background of falling population
R_8B3r4Wm2rHG2zS1;positive;5;NA
R_8B3r4Wm2rHG2zS1;negative;1;Undocumented immigration is bad
R_8B3r4Wm2rHG2zS1;negative;2;Risk of polarisation
R_8B3r4Wm2rHG2zS1;negative;3;Needs to be spread among the population
R_8B3r4Wm2rHG2zS1;negative;4;NA
R_8B3r4Wm2rHG2zS1;negative;5;NA
R_82zrljMALis83pu;positive;1;Cultural diversity
R_82zrljMALis83pu;positive;2;Expanding/refreshing communities
R_82zrljMALis83pu;positive;3;Increasing workforce
R_82zrljMALis83pu;positive;4;Contributing to the tax system
R_82zrljMALis83pu;positive;5;NA
R_82zrljMALis83pu;negative;1;Increases competition for limited housing
R_82zrljMALis83pu;negative;2;Causes conflict in some societies/racist behaviour
R_82zrljMALis83pu;negative;3;NA
R_82zrljMALis83pu;negative;4;NA
R_82zrljMALis83pu;negative;5;NA
R_2f9O7hR6ykkHSve;positive;1;increases a declining population
R_2f9O7hR6ykkHSve;positive;2;brings new cultures and experiences to UK
R_2f9O7hR6ykkHSve;positive;3;provides more working age people
R_2f9O7hR6ykkHSve;positive;4;increases tax paid to UK when they work
R_2f9O7hR6ykkHSve;positive;5;offers more diversity in the UK
R_2f9O7hR6ykkHSve;negative;1;costs money to deal with
R_2f9O7hR6ykkHSve;negative;2;takes resources away from others
R_2f9O7hR6ykkHSve;negative;3;there's no clear plan for how to absorb into UK
R_2f9O7hR6ykkHSve;negative;4;NA
R_2f9O7hR6ykkHSve;negative;5;NA
R_2h2QstmUUG2AB9f;positive;1;net economic benefit
R_2h2QstmUUG2AB9f;positive;2;young migrants filling gaps of youth in an ageing population
R_2h2QstmUUG2AB9f;positive;3;diversity
R_2h2QstmUUG2AB9f;positive;4;NA
R_2h2QstmUUG2AB9f;positive;5;NA
R_2h2QstmUUG2AB9f;negative;1;Lack of social cohesion
R_2h2QstmUUG2AB9f;negative;2;overwhelmed public services
R_2h2QstmUUG2AB9f;negative;3;NA
R_2h2QstmUUG2AB9f;negative;4;NA
R_2h2QstmUUG2AB9f;negative;5;NA
R_8lK7DtXZKRzXW8z;positive;1;Bring skills
R_8lK7DtXZKRzXW8z;positive;2;We learn different cultures
R_8lK7DtXZKRzXW8z;positive;3;NA
R_8lK7DtXZKRzXW8z;positive;4;NA
R_8lK7DtXZKRzXW8z;positive;5;NA
R_8lK7DtXZKRzXW8z;negative;1;NA
R_8lK7DtXZKRzXW8z;negative;2;NA
R_8lK7DtXZKRzXW8z;negative;3;NA
R_8lK7DtXZKRzXW8z;negative;4;NA
R_8lK7DtXZKRzXW8z;negative;5;NA
R_8Pnf3yLesu8ctRX;positive;1;NA
R_8Pnf3yLesu8ctRX;positive;2;NA
R_8Pnf3yLesu8ctRX;positive;3;NA
R_8Pnf3yLesu8ctRX;positive;4;NA
R_8Pnf3yLesu8ctRX;positive;5;NA
R_8Pnf3yLesu8ctRX;negative;1;Demographics of UK is changing
R_8Pnf3yLesu8ctRX;negative;2;not enough infrastructure to cope
R_8Pnf3yLesu8ctRX;negative;3;burnden on society.  More money spent on them than what they will give back in taxes
R_8Pnf3yLesu8ctRX;negative;4;green spaces will have to be built on for housing, roads etc. spoiling the landscape
R_8Pnf3yLesu8ctRX;negative;5;They won't integrate into our way of living
R_8Uh20oK7cdbmkdX;positive;1;Helps fill labour shortages
